segment_id,event_id,event_start,region_id,highway,log_length_meters,oneway,sinuosity,bearing_sin,bearing_cos,vertex_count,prior_exposure_count,prior_exposure_frequency,prior_observed_events,years_since_prior_positive,target,split
osm-gaul2-18081-1631054342-1631165097-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.394306202723255,0.0,1.0382328401425103,-0.9784066614941042,0.20668915003928376,102.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631054342-5960695611-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,7.2603518175203305,0.0,1.0013236736199544,-0.20798774732086656,-0.9781314313344559,17.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631054342-6317681508-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.628667658723058,0.0,1.3345191221058534,-0.34598395570872376,0.9382404288838463,156.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631162809-1631054342-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,7.7323990333262245,0.0,1.0974496716608495,-0.9995011448269193,-0.03158261372460517,72.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631162809-1631163595-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.064771372335649,0.0,1.0298113532869144,0.9304246279228359,0.3664833035141606,78.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631162809-3812691515-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.195723491833611,0.0,1.0084878135765307,0.08992779797790773,0.9959482873878767,79.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631163595-1602057943-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,primary,7.754467396426861,0.0,1.0033547378343757,0.08148259172917506,0.9966747650287412,37.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631163595-1631162809-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.064771372335649,0.0,1.0298113532869149,-0.9304246279228359,-0.36648330351416064,78.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631163595-6134027184-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,primary,5.068111435233318,0.0,1.000704667374997,0.14058872031885347,-0.9900680843856685,7.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631165097-1631054342-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.394306202723255,0.0,1.0382328401425105,0.9784066614941042,-0.20668915003928362,102.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631165097-2473253921-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,7.998448628789215,0.0,1.0240589467644075,-0.030767692259476696,0.9995265624849727,68.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631165097-2473254255-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,6.912760730780547,0.0,1.003176696407478,-0.30093873589425474,-0.9536434749099728,22.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631167398-2473254255-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.168194140858043,0.0,1.0395837600083628,0.5625803240722499,0.8267426316374173,74.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631167398-5558394429-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.411197362878804,0.0,1.028943340436433,0.9827586557489097,-0.1848930083875426,167.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631167398-6058978613-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,3.995702170093101,0.0,1.0005021897003266,-0.9273423459581452,0.37421407428481857,4.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631173796-1602101641-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,primary,8.435573941653042,0.0,1.0378925254294487,-0.31142124653585546,0.950271964863772,89.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631173796-1631175645-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.468051685533533,0.0,1.028660230962509,0.2158817566417808,0.9764195139125698,86.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631173796-2473288712-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,7.894868993334722,0.0,1.0110721415243589,-0.9391124089360701,-0.3436100746228079,48.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631173796-3812691866-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,primary,8.884463683753097,0.0,1.0536607560993965,0.5159375132265601,-0.8566262209654762,198.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631175645-1602100453-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,6.165907230265752,0.0,1.0028599266541611,0.9999936394116997,-0.0035666701758675728,12.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631175645-1602101641-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,7.787582006487367,0.0,1.0039409958548045,-0.9921904892890421,-0.12473184422741154,45.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1631175645-1631173796-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.468051685533533,0.0,1.0286602309625084,-0.21588175664178094,-0.9764195139125696,86.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1632687299-6263257963-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,8.590217791219716,0.0,1.0229683978643884,0.9843521781058902,-0.17621234195762225,102.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1632692174-1632692205-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.09649677360034,0.0,1.0230937437950354,-0.15300602095535848,0.9882252564832618,54.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1632692174-1636301506-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.104164047985618,0.0,1.0376976823015969,-0.1526859902852162,-0.9882747534823617,60.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1632692174-6427055233-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,7.586396251422458,0.0,1.0024918538413408,0.9973485900271458,0.07277217854966449,20.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1632692205-1632692174-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.09649677360034,0.0,1.0230937437950358,0.15300602095535845,-0.9882252564832618,54.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1632692205-3812204941-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,7.8091171275516835,0.0,1.0042389358171,0.9940936931752006,-0.10852524678290427,39.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1632692205-6888002595-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.577989657290166,0.0,1.0274899652047194,0.026876556941155903,0.9996387600963604,133.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636301506-1632692174-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.104164047985618,0.0,1.0376976823015975,0.15268599028521634,0.9882747534823617,60.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636301506-1636318435-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.440036731187043,0.0,1.1914014470118006,-0.3989444954211839,-0.9169750757644054,110.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636301506-2286753870-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,7.292916994432074,0.0,1.047726133352748,-0.9938476901093992,-0.11075544620564534,32.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636318435-1636301506-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.440036731187043,0.0,1.1914014470118006,0.3989444954211839,0.9169750757644054,110.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636318435-1636375691-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,7.646713428408171,0.0,1.0001329930462604,0.8527835899935274,0.5222644432064577,14.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636318435-1636379951-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,6.796939912641347,0.0,1.0015502233510332,-0.8075999071439407,-0.5897307775426837,13.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636318435-4592773383-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.651922491263322,0.0,1.004305944125831,-0.07401038532996611,-0.9972574706981693,80.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636375691-1636318435-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,7.646713428408171,0.0,1.0001329930462606,-0.8527835899935275,-0.5222644432064576,14.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636375691-4198652132-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.151239619552834,0.0,1.0066696731068476,0.9692666276737847,-0.24601261040420036,39.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636375691-4592773384-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.891081904644302,0.0,1.031129420850784,-0.26162374527880444,-0.9651699414643471,114.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636375691-7380037655-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,7.672142537501464,0.0,1.1229779239506723,-0.2418052344875295,0.9703248057091145,48.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636375719-3812880890-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,primary,4.602436452742036,0.0,1.0000038405832814,0.4445847414623088,0.895736795972395,3.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636375719-3984476845-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,primary,7.898093181161619,0.0,1.0000588546110385,-0.43533652767350617,-0.9002677977541875,26.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636375719-4198652132-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.396021445561587,0.0,1.0117598454364318,-0.9898845098576835,-0.1418754987438413,80.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636379856-2301796346-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,7.269363235582054,1.0,1.000296901461832,-0.9977870797400495,0.06649017599483423,12.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636379856-2301894702-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,2.582033360518723,0.0,1.0,0.2716963218339412,0.9623830363747625,2.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636379951-1636318435-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,6.796939912641347,0.0,1.0015502233510332,0.8075999071439408,0.5897307775426837,13.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1636379951-4592772938-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,9.002559951096147,0.0,1.133449403010222,-0.728018119343144,-0.6855578880795347,83.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1823874924-3602005110-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,7.29140958475971,0.0,1.0961314174568484,0.5481980788116142,0.8363485316464991,35.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1823874924-4504217609-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,6.272956248689445,0.0,1.002654961050804,-0.9891409510989198,-0.14696999305682926,16.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1823874924-4504227842-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.543181939270026,0.0,1.2300530464719184,0.5962775087190945,-0.8027783832389548,140.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1823874950-4464099566-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,7.6973724210849435,0.0,1.1787657061549708,-0.9705846681387881,0.24076005061869904,74.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1823874950-4502254047-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.4208100361796,0.0,1.0781898347493193,-0.6661171060044537,-0.745847170061167,107.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-1823874950-4504217609-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,6.664198539017093,0.0,1.0013076636618177,0.9893249750763117,0.14572609131605535,19.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2281869409-2301894601-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,6.41343436670108,1.0,1.0230381196042493,-0.3145279691563578,0.9492482060127252,13.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2281869409-2301894695-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,2.4668275363880943,0.0,1.0,0.46243379453591643,0.8866538138817843,2.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2281869409-2984712573-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,4.740644689549203,0.0,1.0285645395573488,-0.18077737945893774,-0.9835240409242466,8.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2282219872-265175333-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,6.108727447517478,0.0,1.1962555650398592,-0.18624487317643895,-0.9825033573558373,22.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2282219872-2984712579-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,4.077435743819187,0.0,1.0018755615084247,0.30118345204005764,-0.9535662159584065,3.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2282219872-3597540847-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,6.075490848188388,0.0,1.00382201177788,0.9831292483849489,0.1829122220357225,8.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2286753870-1636301506-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,7.292916994432074,0.0,1.0477261333527477,0.9938476901093992,0.11075544620564523,32.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2286753870-2286863442-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,9.088058607195517,0.0,1.4136769671101839,-0.8552398253567886,-0.518232419985174,209.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2286863442-2286753870-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,9.088058607195517,0.0,1.4136769671101836,0.8552398253567887,0.5182324199851739,209.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2286863442-4621900831-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,9.299880116615464,0.0,1.1178764341908665,0.07753871545034045,0.9969893417716716,303.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2286863442-6019519172-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.551195697995801,0.0,1.0779118445455347,-0.5266778738016511,-0.8500649488408354,156.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796295-2301796301-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,4.286423912083088,1.0,1.0002961209956962,-0.9969998592575775,-0.07740336323681682,3.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796295-2301894569-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk_link,4.267751501626481,1.0,1.973611703573449,-0.09718610987526685,0.9952662257141617,13.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796301-2301796306-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,6.619339604176605,1.0,1.0000117707346985,-0.9962081376497824,-0.087001991243604,4.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796306-3593810519-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,6.847264023272047,1.0,1.0000022729268576,-0.9961304470040565,-0.08788704427558407,6.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796306-4504170615-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.879702363102155,0.0,1.6909054042538247,0.16889504171560016,-0.9856340420682951,230.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796313-3811655020-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.963657686309718,0.0,1.1623287669616142,-0.3338888856215398,-0.9426124400083028,205.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796313-9665194486-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,6.965007632854027,1.0,1.000012016173785,-0.9963431019761111,-0.08544251368388375,8.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796331-3594056333-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,7.8573484764490695,1.0,1.000083324121604,-0.9940763556576919,-0.10868394141878576,31.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796331-3811637093-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.677962320906511,0.0,1.027164390963184,-0.06949349409114504,-0.9975824047561204,98.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796331-6581000724-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,2.2500278422553697,0.0,1.0,0.05850198897880416,0.998287291958344,2.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796344-7425784297-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,6.6276894624132945,1.0,1.0003621582043252,-0.9974016691920705,0.07204103200865174,8.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796346-2301796344-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,5.468827778915297,1.0,1.006093687567537,-0.9978922224609685,0.06489308400676427,7.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301796346-2301894680-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk_link,5.4436463926121474,1.0,10.401698839989775,0.003987228252147812,0.9999920509738391,14.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894562-6581266942-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,7.548125433389804,0.0,1.0324896005364688,-0.012797981540425706,0.9999181024806436,70.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894562-7516683112-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,5.41449021766391,1.0,1.0000175346876015,0.9980759509888176,0.062003193931983995,5.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894569-2301894562-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,7.638051316344035,1.0,1.000304759482946,0.999113558043461,0.04209629596218096,30.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894577-2301796301-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk_link,4.2115644763923745,1.0,1.767942290376544,0.20781396278742736,-0.978168368365378,12.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894577-2301894569-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,4.346813878918137,1.0,1.0038819823435374,0.9984261006067487,0.05608316705752616,5.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894601-2301894695-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,6.393968608975834,1.0,1.016012166891049,0.32700331830632146,-0.9450231900946424,15.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894602-2301894577-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,7.430013896289788,1.0,1.0010921943675368,0.9945979444453004,0.10380235500788615,19.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894602-3593810519-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,2.3837041442788376,0.0,1.0,-0.05603964900945696,-0.998428544132677,2.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894602-4592773530-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.09110110232574,0.0,1.03400919160074,0.37531050251506143,0.926899145917123,97.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894608-6587757455-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,5.684868052788768,1.0,1.0043057522137488,0.9995489068604315,-0.03003302838736627,9.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894613-2301894608-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,4.7711590881611485,1.0,1.0020148928098178,0.9979154503562,0.06453490482198411,6.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894613-6353714807-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk_link,4.586058719785045,1.0,2.046529505561369,0.4074245026773424,-0.9132388924143124,11.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894650-2301894658-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,5.761607888224588,1.0,1.0000069598679058,0.997883459732076,-0.06502769250974727,9.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894658-2301894670-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,6.639006174736916,1.0,1.0005739951586716,0.9982768164785486,-0.058680471039812776,7.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894658-7425784297-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk_link,2.3096600066660073,0.0,1.0,-0.043790957518129024,-0.999040715906837,2.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894665-3248630079-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,2.3358264267738473,1.0,1.0,0.5884537708304945,0.808530864961488,2.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894665-3248630080-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,4.690696293844743,1.0,1.0082762781436012,-0.88505901535559,0.4654788280231374,4.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894670-2301796344-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk_link,5.417925402544438,1.0,10.728084108240438,-0.4531196439383574,-0.8914497115806231,12.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894670-2301894680-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,5.4265874426885725,1.0,1.0053255757038853,0.998639391744956,-0.05214753354919354,7.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894680-2301894702-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,7.271989975845956,1.0,1.0001733708755653,0.9972936550680628,-0.07352119123751923,13.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894695-2281869409-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,2.4668275363880943,0.0,1.0,-0.46243379453591643,-0.8866538138817843,2.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894695-2301894665-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,5.018285953026778,1.0,1.0919236506758663,0.852172378854678,0.5232611553681004,11.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894702-1636379856-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,2.582033360518723,0.0,1.0,-0.2716963218339412,-0.9623830363747625,2.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894702-4592772938-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,8.546834514524686,0.0,1.022716729146151,0.26320247923484624,0.9647406153597092,84.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2301894702-6602022480-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,trunk,6.857587666566306,1.0,1.002136483568175,0.9996300310243695,0.027199284443123608,16.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2313406836-3600070195-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,7.078188954083002,0.0,1.000387578390828,0.933556766084995,0.35842958094572197,13.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2313406836-4140087785-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,7.655651500951749,0.0,1.0015013977046343,-0.9146517804721964,-0.40424265049477526,25.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2313406836-4464099566-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.494501266115673,0.0,1.094185575026177,-0.1654973728251683,-0.9862102309284604,140.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2473253921-1631165097-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,7.998448628789215,0.0,1.0240589467644072,0.030767692259476606,-0.9995265624849727,68.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2473253921-2473254076-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.536150755865016,0.0,1.232658144069046,-0.9593366360868202,-0.2822644481007552,133.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2473253921-6051205944-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,secondary,7.059065929741969,0.0,1.0615281026867565,0.3027461758876159,0.9530712213604106,40.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2473254056-2473254076-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,6.847805679286998,0.0,1.0110790605021551,0.9947973415771043,-0.10187369234069195,28.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2473254076-2473253921-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,8.536150755865016,0.0,1.2326581440690452,0.9593366360868202,0.28226444810075507,133.0,0.0,0.0,0.0,99.0,0,train
osm-gaul2-18081-2473254076-2473254056-0,DFO_2158_From_20030216_to_20030217,2003-02-16,gaul2-18081,tertiary,6.847805679286998,0.0,1.0110790605021553,-0.9947973415771044,0.10187369234069185,28.0,0.0,0.0,0.0,99.0,0,train
